id,content,disaster_types,themes,locations,format
3794457,"Hundreds of thousands of children in Lebanon are at risk. They are going to bed hungry, are not receiving the health care they need and are unable to attend school.  The future of an entire generation of children is at stake as Lebanon struggles simultaneously with one of the world's worst economic depressions in modern history, the COVID-19 pandemic and the aftermath of the massive August 2020 Beirut Port explosions. In addition, Lebanon has the world's highest proportion of refugees per capita.",['Technological Disaster'],"['Education', 'Food and Nutrition', 'Health', 'Protection and Human Rights']","['Lebanon', 'Syrian Arab Republic']",Analysis
2728039,"*Citizens urged to wage all-out battle to preserve food stocks amid 'unprecedented' drought*  The North Korean government has called on its people to wage an 'all-out battle' against a record heatwave as the country's already fragile crops face drought and the authorities struggle to respond.  The drought represented an 'unprecedented natural disaster', reported the Rodong Sinmun newspaper, the mouthpiece of the ruling Workers' party. It urged citizens to 'join the struggle' to save food production in a country that is no stranger to famine. Temperatures have reached more than 40C (104F) in some regions since late July and there have been sporadic reports of deaths from the heat.  [Read more on The Guardian]( )",['Heat Wave'],['Food and Nutrition'],"[""Democratic People's Republic of Korea""]",News and Press Release
944216,"*Work is beginning on construction of new homes after floods in Afghanistan.*  Islamic Relief responded to the floods in Afghanistan at the end of April 2014, caused by heavy rainfall and flash flooding. Some 175 people lost their lives in the floods, which also caused widespread damage to homes and agriculture. More than 135,000 people across 27 provinces were affected, with the majority ' 70,000 ' in Jawzjan, Faryab and Sari Pul, provinces in the north of Afghanistan.  In Badakshan province, in north east Afghanistan, there was a landslide on May 2, 2014, which killed around 300, according to government figures, and destroyed 300 houses.  Islamic Relief immediately responded, providing 300 food packages to 150 families in Badakshan, and food parcels for more than 10,000 people in the three provinces hit worst by the floods.  **Disaster-resilient housing**  As the areas recover, a section of land was identified for new housing. Heavy early snowfall delayed construction until this spring, but Islamic Relief is now beginning to construct two-bedroom houses for those who lost their homes during the floods and have been unable to find permanent alternative accommodation. Each home will also have a bathroom and kitchen. Islamic Relief is making the houses flood-resilient to help them withstand flood waters in the future.  As part of the programme, Islamic Relief will also build a community well, and plans to construct a small community hall that could be used for awareness and education sessions, training, meetings and community mobilisation.","['Cold Wave', 'Flash Flood', 'Flood', 'Land Slide', 'Snow Avalanche']","['Food and Nutrition', 'Shelter and Non-Food Items']",['Afghanistan'],News and Press Release
1656881,"**10th anniversary of the 'Probo Koala incident' - Friday 19 August 2016**  GENEVA (17 August 2016) ' Speaking ahead of the 10th anniversary of the illegal dumping of toxic waste in Côte d'Ivoire, a group of United Nations experts\* urge the Ivorian Government, all responsible States and the international community to take this opportunity to address the ongoing human rights impacts of the incident.  The UN human rights experts also call on Trafigura, the company behind the 'Probo Koala incident', to support this process by disclosing all the information it has about the contents and nature of the waste dumped in Côte d'Ivoire, and its likely ongoing health and environmental consequences.  'On 19 August 2006, the cargo ship 'Probo Koala' discharged 500 tonnes or the equivalent of over twelve 20 shipping containers of toxic waste in Abidjan, Côte d'Ivoire. The hazardous substances, which belonged to the Anglo-Dutch commodity trading company Trafigura, were later dumped at 18 sites around the city while many other possible locations remain unknown to date. A month earlier, Trafigura decided not to dispose of the toxic waste in the Netherlands because proper disposal costs more.  According to official estimates, 15 people died, 69 people were hospitalized and over 108,000 others sought medical treatment after the so called 'Probo Koala incident'.  Ten years on, victims of the dumping and other residents in Abidjan remain in the dark about the ongoing dangers to their health. Residents still complain of the smell from the waste when it rains heavily, as well as headaches, skin problems and respiratory issues that they believe are linked to the incident. Many victims have not received an adequate remedy for the harms caused by the incident and report that they are have not been able to afford medical treatment notably after October 2006 when the relevant free medical treatment finished.  They still do not even know what was in the toxic waste; whether the dumpsites have been adequately cleaned-up, and whether the waste has entered the water supply or the food chain. Recognizing the lasting adverse impacts that hazardous materials can have on water and soils, there is real concern for food safety and the health of future generations.   The Government of Côte d'Ivoire must seize the opportunity of the 10th anniversary to address the long-term health and environmental impacts of the incident and seek additional financial and technical assistance from public health experts and the wider international community.  In a post-conflict country such as the Côte d'Ivoire, it is even more vital for the international community to provide support for this work. Given their role in these events, the governments of the Netherlands and the United Kingdom where Trafigura is registered, have a particular responsibility to do so.  Many victims also report that they have still not received compensation. It is estimated that only 63% of registered victims received compensation under a February 2007 settlement agreement between Trafigura and the Ivorian Government. Victims' associations appear not to have been consulted before the agreement was signed.  Although another 30,000 victims were due to receive compensation following the settlement in September 2009 of a civil claim against Trafigura in the UK, funds destined for over 6,000 of those victims were reportedly misappropriated by a fraudulent group who claimed to represent the victims in Côte d'Ivoire. Those responsible for the funds' misappropriation were sentenced to 20 years of imprisonment on 13 January 2015, confirmed by the Court of Appeal in Abidjan on 27 July 2016.  However, none of them have been arrested and no warrant has been issued for them. We urge the Government of Cote d'Ivoire to execute this sentence soonest. As underlined in the Guiding Principles on Business and Human Rights, access to an effective remedy is critical to address business-related harm.  Also, in March 2015, the United Kingdom refused to launch a criminal investigation into whether Trafigura's London-based subsidiary had conspired in the UK to dump the waste in Abidjan.  This lack of action and information has left those affected by the dumping feeling abandoned and vulnerable to further victimization. Some have joined the many associations that have been established in Abidjan to claim additional compensation from Trafigura. These associations have brought new legal actions against the trading company in the Netherlands and Abidjan.  We are concerned that some victims' associations have allegedly taken advantage of this situation by making dubious promises of compensation in return for upfront fees from victims and a share of any damages that they are awarded. The government must take steps to regulate these associations and ensure that people do not become victims twice over ' of both the dumping and unscrupulous actors.  In November 2015, the Côte d'Ivoire government announced that it had completed the decontamination of all of the dumpsites. At the request of the Côte d'Ivoire Government, the UN Environment Programme (UNEP) performed an environmental audit of the dumpsites in July 2016 to verify their decontamination. UNEP is due to publish its results and recommendations at the end of the year. The government has also recently initiated a process to check the health of victims in one of the villages most affected by the dumping.  We welcome these steps and urge Côte d'Ivoire to communicate widely the results of UNEP's findings, to affected communities in particular. We also urge the Ivorian authorities and the international community to take effective measures to protect the right to health and the right to a healthy environment of all victims and their families, including through free medical treatment for long-term health consequences and preventative measures for environmental threats.  We urge Trafigura to facilitate this process by disclosing all information it has about the contents and nature of the waste and its likely health and environmental impacts.'  (\*) The experts: Mr. Mohammed Ayat, Independent Expert on the situation of human rights in Côte d'Ivoire; Mr. Baskut Tuncak, Special Rapporteur on the implications for human rights of the environmentally sound management and disposal of hazardous substances and wastes; Ms. Hilal Elver, Special Rapporteur on the right to food; Mr. Dainius Pûras, Special Rapporteur on the right to health; Mr. Léo Heller, Special Rapporteur on the human right to safe drinking water and sanitation; and Mr. Pavel Sulyandziga, current Chairperson of the Working Group on human rights and transnational corporations and other business enterprises.  The Special Rapporteurs, Independent Experts and Working Groups are part of what is known as the Special Procedures of the Human Rights Council. Special Procedures, the largest body of independent experts in the UN Human Rights system, is the general name of the Council's independent fact-finding and monitoring mechanisms that address either specific country situations or thematic issues in all parts of the world. Special Procedures' experts work on a voluntary basis; they are not UN staff and do not receive a salary for their work. They are independent from any government or organization and serve in their individual capacity. Learn more, log on to:    For more information and media requests, please contact Melinda Ching Simon (+41 22 917 9113 /  ) or write to    For media inquiries related to other UN independent experts:   Xabier Celaya, UN Human Rights ' Media Unit (+ 41 22 917 9383 /  )",['Technological Disaster'],"['Climate Change and Environment', 'Health', 'Protection and Human Rights']","[""Côte d'Ivoire""]",News and Press Release
3724300,"**By:** Minaz Kerawala, Communications and Public Relations Advisor  At about 3:30 p.m. local time on Monday, March 22, 2021, a fire broke out it the Balukhali section of the Kutupalong Rohingya refugee camp in Cox's Bazar, Bangladesh. Feeding on the densely packed bamboo-and-tarpaulin shelters of the world's largest refugee camp, the blaze spread quickly and was not contained until nearly midnight.  Our partner, Caritas Bangladesh, swung into action right away. In a video recorded on the site at noon on March 23, Inmanuel Chayan Biswas, head of operation for Caritas Bangladesh's local emergency response program, reported, 'More than 5,000 houses and shelters have burned away. Many have lost their life's belongings. Now, they are struggling to have food to eat.'  Assessments conducted since that video was recorded indicate that at least 15 people have died and some 400 are missing. The shelters of over 17,000 households have been destroyed. Most of the nearly 88,000 affected people have moved to neighbouring sections of the camp to seek shelter with relatives. Biswas fears the resultant overcrowding could cause a spike in COVID-19 cases, which were already trending upward.  **Stepping up to help**  Caritas Bangladesh has constituted three emergency response teams to conduct a detailed needs assessment and to provide emergency assistance. These teams are also coordinating with other aid agencies and government officials.  Contingency stocks of relief supplies are being readied and work is underway to register affected families so that food, non-food items and emergency shelter kits can be distributed efficiently. Given its expertise in shelter rehabilitation, Caritas Bangladesh now anticipates contributing mainly to the joint civil society reconstruction effort.  'I am sharing this message all the way from the Rohingya camp in Bangladesh, asking \[for\] your support for this critical response,' Biswas said, highlighting the additional need for resources that this latest crisis in the lives of a long-suffering people has created.  It is hoped that this fire, the second in three months, will draw attention to the issue of the sustainability of the camps and the complexities of the Rohingya refugee crisis.","['Epidemic', 'Technological Disaster']","['Food and Nutrition', 'Protection and Human Rights', 'Shelter and Non-Food Items']","['Bangladesh', 'Myanmar']",News and Press Release
3726863,"**Highlights**  ' According to the Inter-Sector Coordination Group (ISCG) Joint Needs Assessment (JNA) report, 48,300 individuals were directly affected by the fire and 37,078 individuals temporarily displaced with 10,100 households without shelters.  ' UNICEF-supported two Integrated Nutrition facilities (INFs) completely damaged by the fire have been made functional with the concerned services being provided under tents by 46 staff and 109 volunteers including treatment of children with acute malnutrition.  ' 23,200 people have been provided access to 464 emergency latrines (gender-segregated) installed by UNICEF in Camp 8E and 8W.  ' A UNICEF-supported Primary Health Centre (PHC) which was partially damaged by fire provided medical services to 550 patients in the affected camps.  ' UNICEF has established 11 temporary Child Friendly Spaces (CFS) in the affected camps. 825 children are being reached with psychosocial support (PSS) each day. 390 children have been successfully reunited with their parents or primary caregivers since the incident.  ' Three Emergency Information and Feedback Centres were established in the affected camps and received and recorded a total of 231 queries on shelter, non-food item (NFI), protection, food, health and wash facilities.  **Situation Overview and Humanitarian Needs**  A massive fire broke out in the Rohingya refugee camps in Cox's Bazar District on 22 March 2021 around 3.30pm local time. The fire started in Camp 8W and rapidly spread to Camps 9 and 8E. As a result, 37,078 people across three camps were temporarily displaced. Refugees displaced by the fire moved to the adjacent camps where they congregated in open spaces.   Some shifted to the Learning Centres (LCs) or stayed in the houses of other family members or friends. According to the reports of the Office of Refugee Relief and Repatriation Commissioner (RRRC) and the Inter-Sector Coordination Group (ISCG) in charge of the coordination of humanitarian actors for Rohingya refugees, at least 11 people died including three children.   UNICEF partners have reported that 24 children (13 girls and 11 boys) had been injured. The concerned government authorities and aid agencies have been working since Day 1 to help those who were affected.   A number of essential facilities and services have been impacted by the fire including health centres, clinics, hospitals, distribution points, markets, police posts and LCs. Those facilities supported by UNICEF which were either damaged or completely destroyed by the fire include 142 LCs; one PHC; two Integrated Nutrition Facilities (INF); three Multi-Purpose Centres (MPC); six water supply networks; 763 latrines; and 280 bathing spaces. According to Education Sector, approximately 13,166 children has been affected.",['Technological Disaster'],"['Education', 'Health', 'Protection and Human Rights', 'Water Sanitation Hygiene']","['Bangladesh', 'Myanmar']",Situation Report
3897663,"The world is facing a food security crisis of historic proportions. Countries already reeling from increased poverty, hunger, and malnutrition as a result of COVID-19, climate shocks, and protracted conflict now face further suffering from Putin's unprovoked and unjustified invasion of Ukraine. The United States is urgently responding to this global crisis to meet growing needs to avert a catastrophe right now and build stronger, more resilient food systems to prevent the next crisis.   **SITUATION AT A GLANCE**  -  Experts estimate that the number of people living in extreme poverty could increase by as many as 75 to 95 million people in 2022.      - As many as 828 million people go to bed hungry every night, the number of those facing acute food insecurity has soared from 135 million to 345 million since 2019. A total of 50 million people in 45 countries are teetering on the edge of famine. (World Food Programme). Women and girls are disproportionately impacted, particularly in low-and middle-income countries. (CARE).      - The Horn of Africa is facing the most severe food security crisis in the world right now; the region has experienced a record-setting drought with four consecutive poor rainy seasons. The UN reports that approximately 21 million people across Somalia, Ethiopia, and Kenya required emergency food assistance as of September 2022 and that number will increase if the region experiences an unprecedented fifth failed rainy season as projected in the coming months (Food Security and Nutrition Working Group).      - The UN Secretary General has said multiple famines may be declared this year and projects 2023 may be even worse. Famine is declared when catastrophic hunger becomes widespread. Up to 50 million people in 45 countries are right on the edge of famine including in the Buur Hakaba and Baidoa districts of southern Somalia where famine is likely to occur from October-December 2022 in the absence of significant humanitarian assistance reaching people most in need.   The historic drought in the Horn of Africa and the Sahel, persistent ongoing humanitarian crises, and the added impacts of global food insecurity created by Russia's invasion of Ukraine are rapidly increasing the number of children suffering from wasting. In 2020, 45.4 million young children were affected by wasting, of whom 13.6 million were severely wasted. UNICEF estimates that the global food crisis will push an additional 260,000 children into severe wasting in the 15 most affected countries. Since the start of Putin's war in Ukraine, the USAID has committed $10.65 billion to respond to the global food security crisis, including nearly $8.4 billion in immediate humanitarian assistance to address food insecurity, including through direct food assistance and vital complementary assistance like safe drinking water, health care, and protection for the most vulnerable.      - USAID and its partners continue to scale up humanitarian assistance for drought response in the Horn of Africa by more than doubling funding commitments from nearly $806 million in FY 2021 to more than $1.8 billion in FY 2022.   USAID has supported the procurement and transport of more than 60,000 metric tons of Ukrainian grain for use in emergency food assistance programming in Ethiopia and Yemen. USAID's continued partnership with the UN World Food Programme is supporting the additional procurement, movement, and storage of up to 150,000 metric tons of Ukrainian grain to address acute food insecurity around the globe.      - In response to the rising global food insecurity, USAID and the U.S. Department of Agriculture (USDA) took the extraordinary step in April to draw down the full balance of $282 million from the Bill Emerson Humanitarian Trust (BEHT). With these funds, USAID procured U.S. food commodities to bolster existing emergency food operations in six countries already facing severe food insecurity: Ethiopia, Kenya, Somalia, Sudan, South Sudan, and Yemen.      - Through Feed the Future, the U.S. government's initiative to combat global hunger, addresses the root causes of poverty, hunger, and malnutrition in more than 35 countries, the United States will invest $5 billion over five years for global food security and nutrition. This will include $1 billion in private sector-led projects that strengthen local and regional food systems. President Biden recently announced that the United States is expanding Feed the Future to eight new countries, including those vulnerable to the effects of Russia's invasion of Ukraine.      - In addition to providing increased support for wasting treatment at the individual country level, USAID is also providing an unprecedented $200 million to UNICEF to procure and deliver lifesaving Ready-to-Use Therapeutic Food to children facing severe malnutrition in the most impacted countries. USAID's significant support has mobilized other philanthropic donors to match our commitments, crowding in an additional $280 million in funding to mitigate severe child malnutrition.      - USAID is working with partners, such as multilateral banks and the private sector, to improve farmers' ability to obtain and afford agricultural inputs to help farmers use fertilizer more efficiently and small and medium businesses to develop local sources of fertilizer.      - USAID launched the Agriculture Resilience Initiative (AGRI) -Ukraine to bolster Ukrainian agricultural production and exports in order to alleviate local and global food insecurity. Funding for the AGRI-Ukraine initiative supports: Purchase and delivery of critical inputs for farmers; improvements in export logistics and infrastructure; increases in farmers' access to financing to enable a full crop harvest; and drying, storage, and processing support for micro, small, and medium-sized enterprises in the agriculture sector.",['Drought'],"['Agriculture', 'Contributions', 'Food and Nutrition', 'Health', 'Protection and Human Rights', 'Water Sanitation Hygiene']","['Ethiopia', 'Kenya', 'Somalia', 'Ukraine', 'United States of America', 'World', 'Yemen']",News and Press Release
3898972,"**SITUATION AT A GLANCE**  **21 MILLION:** Population in Need of Food Assistance due to Drought in the Horn of Africa    *UN ' September 2022*  **24.1 MILLION:** Estimated Number of People Affected by Drought in Ethiopia    *UN ' September 2022*  **4.1 MILLION:** People Living With Daily Household Water Insecurity in Kenya    *UN ' September 2022*  **7.8 MILLION:** Estimated Number of People Affected by Drought in Somalia    *UN ' September 2022*  **1.1 MILLION:** Number of People Displaced Due to Drought in Somalia Since January 2021   *UN ' September 2022*  - The CHC forecasts that areas across the Horn of Africa will receive low rainfall from October to December.  - Prolonged and severe drought is exacerbating food insecurity and acute malnutrition in the Horn of Africa.  - Health actors declared a new cholera outbreak in Ethiopia's Karsadula woreda,   Somali Region, on October 10.  - WFP assisted 4.6 million people in Somalia in September with support from USAID/BHA and other donors.","['Drought', 'Epidemic']","['Contributions', 'Food and Nutrition', 'Health', 'Protection and Human Rights', 'Water Sanitation Hygiene']","['Ethiopia', 'Kenya', 'Somalia', 'United States of America']",Situation Report
32163,"China - Typhoon Winnie<br> DHA-Geneva Situation Report No. 2 <br>General situation <p>1.    Through the UNDP/DHA Resident Representative, the Ministry of Civil affairs reports that in addition to the Zhejiang Province, the Provinces of Fujian, Jiangsu and Shandong have also been seriously affected by the passage of Typhoon Winnie. In the Shandong Province, from 19 to 20 August, 46 counties and cities received rainfall of more than 100 mm, and sea and water embankments were ruined in more than a hundred places  <p>Latest figures <p>2.    Latest figures indicate that in these four provinces approximately 29.60 million people have been affected of whom 2.160 million in 3,562 villages were surrounded by flood waters. 1.412 million people have been evacuated. 1. 128 million houses have been partially or totally damaged and some 1.429 million ha of crops have been damaged or totally lost. The direct economic loss is now estimated at 22. 21 billion yuan RMB (approximately US $ 2.68 billion).  <p>National response <p>3.    The relief operation continues with the participation of national and local authorities. Working teams from the Ministry of Civil Affairs are working in the disaster affected areas.  <div> <p>Telephone No. +41-22-917.12.34<br> In case of emergency only: Tel. +41-22-917 20.10<br> Desk Officer: Mr. C. Monteiro-Pereira, direct Tel. +41-22-917.13.83<br> Contact for media: Ms. M. Moulin-Acevedo, direct Tel. +41-22-917.28.56<br> Telex: 414242 DHA CH<br> Fax: + 41-22-917.00.23<br> E-mail:  </div>",['Extratropical Cyclone'],,['China'],Situation Report
1991619,"**HIGHLIGHTS**   - Conflict-induced displacement in 2016 40 percent higher than in 2015   - 2017 Afghanistan HRP seeks  $550 million to meet humanitarian needs   - Relief organizations report spike in security incidents involving staff   **KEY DEVELOPMENTS**    - Ongoing armed conflict and recurring natural hazards, such as avalanches, earthquakes, and flooding, continue to generate significant humanitarian needs throughout Afghanistan.  The conflict has intensified during recent fighting seasons, increasing civilian casualties and displacement in the country.  In addition, the deterioration of the refugee hosting environment in Pakistan has resulted in a surge of Afghan returnees who require humanitarian assistance.  Together, the increase in conflict-induced internal displacement and the surge in returns have strained the response capacity of local communities, humanitarian agencies, and the Government of Afghanistan (GoA).  The UN projects that approximately 1 million people will remain internally displaced in 2017, including  300,000'400,000 conflict-displaced persons and 600,000 returnees.   - During the first three months of 2017, humanitarian staff were involved or targeted in  92 security-related events, resulting in the deaths of seven aid workers and injuries to four, the UN reports.  On February 8, six staff from the International Committee of the Red Cross (ICRC) were killed in Jawzjan Province during an ambush of a convoy transporting humanitarian assistance.  Throughout 2016, 15 aid workers died while providing assistance to people in need.","['Cold Wave', 'Flood', 'Snow Avalanche']","['Agriculture', 'Contributions', 'Coordination', 'Disaster Management', 'Food and Nutrition', 'Health', 'Logistics and Telecommunications', 'Protection and Human Rights', 'Recovery and Reconstruction', 'Safety and Security', 'Shelter and Non-Food Items', 'Water Sanitation Hygiene']","['Afghanistan', 'Pakistan', 'United States of America']",Situation Report
3846878,"**Eleven countries supported with medical aid this week.**  By **Maeve O'Connor, Direct Relief**  Over the past seven days, Direct Relief delivered **279 shipments of requested medical aid to 34 U.S. states and territories and 11 countries worldwide**, including Ukraine.  The shipments contained **5.8 million defined daily doses of medication**, including N-95 masks, antibiotics, Covid-19 therapies, diabetes medication, and cancer treatments.  **PREPPING FOR FIRE SEASON**  In recent days, **a retrofitted Blackhawk aircraft supported by Direct Relief** has been used multiple times for firefighting in recent weeks.  Santa Barbara County's Fire Department now has access to a helicopter capable of 1,000-gallon water drops to support firefighting efforts, and the HH-60L 'Firehawk' helicopter 964 is responding to local fires and also available regional support as part of the mutual aid system.  Direct Relief contributed $400,000 directly to the Firehawk's retrofit, and $750,000 was raised by other donors through Direct Relief. The military-grade aircraft was formerly in service with the California Air National Guard as an air ambulance and has since been upgraded with state-of-the-art avionics, new rescue hoist and water tank.  The aircraft has increased stability in high winds and night-flying equipment, critical assets during fire season.  **UKRAINE RESPONSE TO DATE**  **Since February 24, Direct Relief has provided medical aid weighing more than 400 tons in weight and including over 68 million defined doses of medication, with more on the way.**  Maintaining therapy for chronic diseases is important to prevent additional waves of medical emergencies that further strain an already taxed health system. This includes care for diabetes, cardiovascular and respiratory disease, and others like cancer and rare diseases.  To support chronic disease care and cancer treatment in Ukraine and the surrounding countries, Direct Relief has collaborated with groups including the Ministries of Health in Ukraine and Moldova, and the World Health Organization to provide **60,000 vials of chemotherapy, 320,000 bottles of cardiovascular medications, and 61,000 vials/pens of insulin, with an additional 1.8 million vials to come.**  Direct Relief is also preparing to send **200,000 doses of Covid-19 therapy** to Ukraine and the surrounding countries. Ukraine's Ministry of Health posted this week about receiving an additional infusion of support from Direct Relief, including antibiotics and other requested medications.  **EMERGENCY RESPONSE**  Propelled by fierce winds and defying the efforts of more than 1,800 firefighters and other responders, the Calf Canyon/Hermit's Peak Fire has grown to more than 270,000 acres in New Mexico, according to the governmental National Wildfire Coordinating Group.  Last week, Direct Relief delivered an emergency delivery of air purifiers, N95 masks, and personal care products requested by Tewa Women United, a Native women-led organization that has also received a Direct Relief Fund for Health Equity grant. In addition, the organization made initial contact with New Mexico Voluntary Organizations Active in Disaster and with the Federal Emergency Management Agency on the ground in New Mexico. The medical aid was distributed to the community this week.  Additionally, Direct Relief shipped emergency medical supplies to Old Havana, Cuba, in response to a deadly hotel explosion that killed an estimated 43 people on Tuesday. The shipment was conducted in coordination with the Pan American Health Organization.  **IN THE NEWS**  -   **[The Sacramento Bee: These Californians trained with Ukrainian troops. Now they're sending supplies to war:]( )** *'Another two 50-bed medical stations are being sent by the Office of Emergency Services to Ukraine through a partnership with humanitarian charity Direct Relief of Santa Barbara.'* -   [**AD WEEK: The Metaverse Can Be a Force for Good in the Real World**]( ): *'Charmin sold 'nonfungible toilet paper,' with [almost $7,000 in proceeds]( ) benefiting the nonprofit Direct Relief.'* -   **[Broadway World: Adrienne Warren, Jessica Vosk, Michael Feinstein & More to Take Part in Carnegie Hall's CONCERT FOR UKRAINE]( ):** *'The proceeds from this one-night-only event, including 100% of ticket sales, will support Direct Relief, a humanitarian aid non-profit organization providing urgently needed medical supplies to relief groups on the ground in Ukraine.'* -   **[The American Business Awards: Code3 Wins Gold at 2022 Stevie Awards for Best Use of Social ' COVID-19 Response:]( )** *'Direct Relief, in Partnership with Facebook and Code3, Boost Vaccine Acceptance in the US Through Short and Smart Creative Campaigns.'* -   **[Merck: Merck Announces Commitments to Pandemic Response as Part of 2nd Global COVID-19 Summit]( )**: *'Merck has donated 100,000 courses of therapy to Direct Relief, a global humanitarian aid organization, for distribution to refugees in low- and middle-income countries, including 50,000 courses of therapy for people affected by the invasion of Ukraine.'*  **WORLDWIDE**  This week, outside the U.S., Direct Relief shipped more than **5.2 million defined daily doses** of medication.  Countries that received medical aid over the past week included:  -   Ukraine -   Peru -   Ethiopia -   Haiti -   Honduras -   Malawi -   Guatemala -   India -   Kenya  **UNITED STATES**  Direct Relief delivered **257 shipments containing 579,545 doses of medications** over the past week to organizations, including the following:  -   Family Health Clinic of Monon, Indiana -   Santa Clara County, California -   Mission Of Mercy ' Arizona Clinics, Arizona -   Eunice Community Health Center, Louisiana -   Will County Community Health Center, Illinois -   Lighthouse Medical Ministries, Oklahoma -   Hope Clinic and Care Center, Wisconsin -   NC MedAssist, North Carolina -   Faith Family Medical Clinic, Tennessee -   Good Samaritan Clinic, Alabama  **YEAR TO DATE**  Since January 1, 2022, Direct Relief has delivered **6,785 shipments** to **1,465 healthcare organizations** in **51 U.S. states and territories and 74 countries.**  These shipments contained **202.8 million defined daily doses of medication** valued **at $751.4 million (wholesale)** and weighing **7.9 million lbs.**","['Epidemic', 'Wild Fire']",['Health'],"['Cuba', 'Ethiopia', 'Guatemala', 'Haiti', 'Honduras', 'India', 'Kenya', 'Malawi', 'Moldova', 'Peru', 'Ukraine', 'United States of America', 'World']",News and Press Release
3892593,"KwaZulu-Natal Premier, Nomusa Dube-Ncube, says progress is being made in rebuilding water schemes that were washed away during the devastating floods in KwaZulu-Natal earlier this year.  Giving a progress report on interventions and recovery measures, Dube-Ncube said the province is on course to ensure the full restoration of water supply to the greater Othongathi by November 2022.   'Repairs are underway on sewer networks and sewer pump stations. It is intended that most of these repairs will be completed by the end of November 2022.  'The reconstruction of roads and infrastructure, especially in the Southern Basin which became a scene of major destruction following the collapse of the Shongweni Dam, is well underway. The damage in this part of the province impacted negatively on the economy and affected companies such as Toyota and Transnet,' Dube-Ncube said.  However, Dube-Ncube acknowledged that while services that were disrupted have been restored in many areas, the province is still faced with the challenge of building back better, especially where infrastructure was completely washed away.   R406m allocated to affected municipalities  On disaster funding, the Premier reported that the Department of Cooperative Governance, through the National Disaster Management Centre, coordinated the submission of funding requests for emergency relief measures from organs of State which incurred damages due to flooding.  To date, she said R406.8 million has been received by the affected municipalities to perform various works.  'The eThekwini grant of R185 087 026 has been approved and was transferred to the metro on 7 September 2022,' Dube-Ncube said.  **Flood relief donor account gets over R7m**  The Premier also announced that as at 2 September, R7 650 279.58 had been donated through a dedicated bank account, an increase of R3 412 000.00 from R4 235 603.24.  The Provincial Flood Disaster account number 4103831039 was opened with ABSA by KwaZulu-Natal Provincial Government towards the rebuilding process.  'We thank all those who have been able to come to the aid of those affected by the disaster.  As determined by the donors, some of this money will go towards the Department of Education and Health, while the remaining will be shared between the Departments of Social Development and Human Settlements,"" said Dube-Ncube.  **Unidentified bodies**  Meanwhile, Dube-Ncube reported that at least 27 bodies, which were discovered after the floods, have still not been identified.  'Of these, 12 profiles were generated but not identified. So far, five cases have been positively linked with families, while two cases have returned a negative result, and will have to be reconducted,' she said.   The Premier said the provincial government understands the frustration of the families over the pace og the DNA service, and they are doing their best to get this completed to enable families to find closure. '","['Flood', 'Land Slide', 'Mud Slide']","['Recovery and Reconstruction', 'Water Sanitation Hygiene']",['South Africa'],News and Press Release
1764261,"The creation of the Tsunami Response Plans for Port Vila and South Efate will benefit communities, commuters, including visitors to response effectively to any future tsunami warnings.  The creation of these response plans was put together by the members of the Community Disaster and Climate Change Committees (CDCCC) formed as part of the Mainstreaming Disaster Risk Reduction (MDRR) Project in Vanuatu, which is currently implemented by the Vanuatu Meteorology and Geo-hazards Department (VMGD) in partnership with the National Disaster Management Office (NDMO) on behalf of the Vanuatu Government.  There are 21 CDCCCs for Port Vila Municipality Ward Councils and 28 CDCCC created within the South Efate Area Councils, which covers Eratap, Erakor, Pango, Ifira, Tanvasoko and Mele Area Councils under Shefa Province. Over one hundred CDCCC members attended a training workshop last week in Port Vila aimed at building their capacity by knowing their roles and responsibilities as CDCCC members within their own communities.  The main outcomes of the training are that CDCCC members developed their Wards and Area Councils Tsunami response plans, understanding on their roles and responsibilities as CDCCC members, have a better understanding of NDMO's response structure and understand the tsunami early warning system and how it works.  The tsunami response plan is basically an evacuation plan that will assist communities to respond better to any future warnings. The response plans highlighted the various roles and responsibilities of different groups like Chiefs, Churches, Women, Youth, teachers, health workers and those vulnerable groups within our communities before, during and after a tsunami disaster event.  The response plans is targeted to include the various responsibilities of the Port Vila Municipal Council and Shefa Province at the top level, then to the Ward and Area Councils level and the Community level (CDCCC) on how best all levels can prepare, response and recover effectively to the tsunami hazard.  For the benefit of the Mainstreaming Disaster Risk Reduction Project, the tsunami response plans will show all tsunami evacuation signs; danger zones, safe location, right and left evacuation routes and tsunami information boards. These signs will soon be installed within Port Vila and its surrounding peri-urban areas. Each Ward or Area Council Tsunami Response Plan will have the total number of all different evacuation signs, tsunami information boards and their locations. How many of these signs to be installed in each of the communities within Port Vila and South Efate areas are mentioned in the response plans. The Port Vila Municipality and South Efate Tsunami response plans will have all CDCCC boundaries and total of all evacuation signs and information boards.  When the tsunami response plans completed, community members are encouraged to work closely with their community leaders and CDCCC members to know their plans and their roles as members of their own communities to ensure all are tsunami ready in future.  As one of the most vulnerable countries to natural hazards like tsunami on earth, Vanuatu needs to prepare and be equipped with the right knowledge and information about tsunami warnings and how to response better. And having response plans for our communities can maximize our disaster preparedness to any natural disasters in the future.",['Tsunami'],['Disaster Management'],['Vanuatu'],News and Press Release
